!!!SBtab DocumentName='iCH360' Name='iCH360' SBtabVersion='1.0' Date='2024-9-3'																										
!!SBtab TableID='compartment' Document='../Exemples/SBML/iCH360/Escherichia_coli_iCH360' TableType='Compartment' TableName='Compartment' SBtabVersion='1.0' Date='2024-9-3'																										
!ID	!Name	!Size	!Unit	!SBOTerm																						
c	cytosol	nan																								
e	extracellular space	nan																								
p	periplasm	nan																								
																										
!!SBtab TableID='compound' Document='../Exemples/SBML/iCH360/Escherichia_coli_iCH360' TableType='Compound' TableName='Compound' SBtabVersion='1.0' Date='2024-9-3'																										
!ID	!Name	!Location	!IsConstant	!SBOTerm	!InitialConcentration	!hasOnlySubstanceUnits	!SBML:fbc:chemicalFormula	!SBML:fbc:charge	!Identifiers:bigg.metabolite	!Identifiers:biocyc	!Identifiers:obo.chebi	!Identifiers:hmdb	!Identifiers:inchikey	!Identifiers:kegg.compound	!Identifiers:metanetx.chemical	!Identifiers:reactome	!Identifiers:sabiork.compound	!Identifiers:seed.compound	!Identifiers:envipath/650babc9-9d68-4b73-9332-11972ca26f7b/compound	!Identifiers:envipath/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound	!Identifiers:kegg.drug	!Identifiers:envipath/4fd7f3e0-dd25-43ac-9453-dda3e52396e4/compound	!Identifiers:lipidmaps	!Identifiers:envipath/5882df9c-dae1-4d80-a40e-db4724271456/compound	!Identifiers:slm	!Identifiers:kegg_glycan
G_b3415	G_b3415	gntT	True	G_b3415	ABE-0011148	EG12380	947924	49176350	b3415	gntT	ECK3402	P39835														
G_b4476	G_b4476	gntU	True	G_b4476	ABE-0174105	EG12631	2847760	49176355	b4476	gntU	JW5686	P0AC96														
G_b2021	G_b2021	hisC	True	G_b2021	ABE-0006717	EG10446	946551	16129962	b2021	hisC	JW2003	P06986														
G_b0166	G_b0166	dapD	True	G_b0166	ABE-0000565	EG10207	944862	16128159	b0166	dapD	JW0161	P0A9D8														
G_b3437	G_b3437	gntK	True	G_b3437	ABE-0011224	EG12629	947937	90111591	b3437	gntK	JW3400	P46859														
G_b4268	G_b4268	idnK	True	G_b4268	ABE-0013980	EG12152	946066	16132090	b4268	idnK	gntV	P39208														
G_b0429	G_b0429	cyoD	True	G_b0429	ABE-0001487	EG10181	944918	16128414	b0429	cyoD	JW0419	P0ABJ6														
G_b0432	G_b0432	cyoA	True	G_b0432	ABE-0001495	EG10178	945080	16128417	b0432	cyoA	ECK0426	P0ABJ1														
G_b0431	G_b0431	cyoB	True	G_b0431	ABE-0001493	EG10179	945615	16128416	b0431	cyoB	JW0421	P0ABI8														
G_b0430	G_b0430	cyoC	True	G_b0430	ABE-0001491	EG10180	946897	16128415	b0430	cyoC	ECK0424	P0ABJ3														
G_b0180	G_b0180	fabZ	True	G_b0180	ABE-0000613	EG11284	944888	16128173	b0180	fabZ	yaeA	P0A6Q6														
G_b2413	G_b2413	cysZ	True	G_b2413	ABE-0007953	EG10003	946875	16130339	b2413	cysZ	JW2406	P0A6J3														
G_b3572	G_b3572	avtA	True	G_b3572	ABE-0011671	EG10107	948087	49176374	b3572	avtA	ECK3561	P09053														
G_b0723	G_b0723	sdhA	True	G_b0723	ABE-0002466	EG10931	945402	16128698	b0723	sdhA	ECK0712	P0AC41														
G_b0722	G_b0722	sdhD	True	G_b0722	ABE-0002464	EG10934	945322	16128697	b0722	sdhD	ECK0711	P0AC44														
G_b0724	G_b0724	sdhB	True	G_b0724	ABE-0002468	EG10932	945300	16128699	b0724	sdhB	JW0714	P07014														
G_b0721	G_b0721	sdhC	True	G_b0721	ABE-0002460	EG10933	945316	16128696	b0721	sdhC	cybA	P69054														
G_b1276	G_b1276	acnA	True	G_b1276	ABE-0004283	EG11325	946724	16129237	b1276	acnA	acn	P25516														
G_b0118	G_b0118	acnB	True	G_b0118	ABE-0000411	EG12316	944864	16128111	b0118	acnB	yacI	P36683														
G_b3493	G_b3493	pitA	True	G_b3493	ABE-0011407	EG12230	948009	16131365	b3493	pitA	JW3460	P0AFJ7														
G_b2987	G_b2987	pitB	True	G_b2987	ABE-0009800	EG12883	947475	16130887	b2987	pitB	JW2955	P43676														
G_b4020	G_b4020	yjbB	True	G_b4020	ABE-0013143	EG11919	948521	16131846	b4020	yjbB	ECK4012	P0AF43														
G_b1206	G_b1206	dauA	True	G_b1206	ABE-0004051	EG12392	945770	90111235	b1206	dauA	JW5189	P0AFR2														
G_b2285	G_b2285	nuoE	True	G_b2285	ABE-0007547	EG12086	946746	16130220	b2285	nuoE	ECK2279	P0AFD1														
G_b2286	G_b2286	nuoC	True	G_b2286	ABE-0007549	EG12084	946759	145698291	b2286	nuoC	JW5375	P33599														
G_b2288	G_b2288	nuoA	True	G_b2288	ABE-0007553	EG12082	946764	49176207	b2288	nuoA	ECK2282	P0AFC3														
G_b2283	G_b2283	nuoG	True	G_b2283	ABE-0007543	EG12087	946762	145698290	b2283	nuoG	ECK2277	P33602														
G_b2279	G_b2279	nuoK	True	G_b2279	ABE-0007534	EG12091	947580	16130214	b2279	nuoK	ECK2273	P0AFE4														
G_b2278	G_b2278	nuoL	True	G_b2278	ABE-0007532	EG12092	945540	16130213	b2278	nuoL	JW2273	P33607														
G_b2276	G_b2276	nuoN	True	G_b2276	ABE-0007526	EG12093	945136	145698289	b2276	nuoN	ECK2270	P0AFF0														
G_b2284	G_b2284	nuoF	True	G_b2284	ABE-0007545	EG11774	946753	16130219	b2284	nuoF	JW2279	P31979														
G_b2282	G_b2282	nuoH	True	G_b2282	ABE-0007541	EG12088	946761	16130217	b2282	nuoH	ECK2276	P0AFD4														
G_b2281	G_b2281	nuoI	True	G_b2281	ABE-0007539	EG12089	946757	16130216	b2281	nuoI	JW2276	P0AFD6														
G_b2277	G_b2277	nuoM	True	G_b2277	ABE-0007529	EG11773	947731	16130212	b2277	nuoM	ECK2271	P0AFE8														
G_b2287	G_b2287	nuoB	True	G_b2287	ABE-0007551	EG12083	946738	16130222	b2287	nuoB	ECK2281	P0AFC7														
G_b2280	G_b2280	nuoJ	True	G_b2280	ABE-0007536	EG12090	946756	16130215	b2280	nuoJ	JW2275	P0AFE0														
G_b2455	G_b2455	G_b2455	True	G_b2455								P77445														
G_b0383	G_b0383	G_b0383	True	G_b0383								P00634														
G_b0766	G_b0766	G_b0766	True	G_b0766								P21829														
G_b2843	G_b2843	G_b2843	True	G_b2843								Q46938														
G_b1675	G_b1675	G_b1675	True	G_b1675								P0ACX5														
G_b2929	G_b2929	G_b2929	True	G_b2929								P11663														
G_b0514	G_b0514	G_b0514	True	G_b0514								P77364														
G_b4055	G_b4055	G_b4055	True	G_b4055								P0AE22														
G_b0598	G_b0598	G_b0598	True	G_b0598								P15078														
G_b4354	G_b4354	G_b4354	True	G_b4354								P39396														
G_b4602	G_b4602	G_b4602	True	G_b4602								A5A618														
G_b4592	G_b4592	G_b4592	True	G_b4592								P24244														
G_b3722	G_b3722	G_b3722	True	G_b3722								P08722														
G_b1653	G_b1653	G_b1653	True	G_b1653								P30015														
G_b1203	G_b1203	G_b1203	True	G_b1203								P0ABU2														
G_b2184	G_b2184	G_b2184	True	G_b2184								P33919														
G_b3073	G_b3073	G_b3073	True	G_b3073																						
G_b0200	G_b0200	G_b0200	True	G_b0200																						
G_b2293	G_b2293	G_b2293	True	G_b2293																						
G_b1814	G_b1814	G_b1814	True	G_b1814																						
G_b4395	G_b4395	G_b4395	True	G_b4395																						
G_b3385	G_b3385	G_b3385	True	G_b3385																						
G_b3829	G_b3829	G_b3829	True	G_b3829																						
G_b0902	G_b0902	G_b0902	True	G_b0902																						
																										
!!SBtab TableID='MetaboliteConcentration' Document='../Exemples/SBML/iCH360/Escherichia_coli_iCH360'  TableType='Quantity' TableName='Metabolite concentration' SBtabVersion='1.0' Date='2024-9-3'																										
!QuantityType	!Metabolite	!Value																								
concentration	M_dhap_c	0.07051378946420545																								
concentration	M_prbatp_c	0.0989439336179088																								
concentration	M_10fthf_c	0.002292663340021747																								
concentration	M_co2_e	0.0010000000000000002																								
concentration	M_akg_e	0.0010000000000000002																								
concentration	M_2pg_c	0.025354037874967532																								
concentration	M_13dpg_c	9.9999999999715																								
concentration	M_prbamp_c	9.999972103955255																								
concentration	M_fpram_c	0.0010000189440819327																								
concentration	M_thr__L_c	0.10888801735901361																								
concentration	M_fum_p	0.0010000000000000002																								
concentration	M_gln__L_e	0.0010000000000000002																								
concentration	M_3ohexACP_c	0.05823011502222364																								
concentration	M_3ocddec5eACP_c	0.01668453259099897																								
concentration	M_r5p_c	0.11236555547721132																								
concentration	M_akg_c	0.0010000000000005287																								
concentration	M_ac_c	3.7551186633322																								
concentration	M_citr__L_c	0.1509469375130458																								
concentration	M_34hpp_c	0.11982700401431098																								
concentration	M_pep_c	0.11555161407996785																								
concentration	M_h_c	0.0093646540005802																								
concentration	M_rib__D_c	0.0010000000000000002																								
concentration	M_gthrd_c	0.0010000000000000002																								
concentration	M_actACP_c	0.032790705622385015																								
concentration	M_actp_c	0.20368124129006945																								
concentration	M_pyr_p	0.0010000000000000002																								
concentration	M_cyst__L_c	0.3294433981394053																								
concentration	M_dutp_c	0.038635857285949364																								
concentration	M_h2o_p	0.0010000000000000002																								
concentration	M_glyc3p_c	0.0225134842483274																								
concentration	M_2ahbut_c	0.10720982902250649																								
concentration	M_ser__L_c	9.999999999996191																								
concentration	M_toct2eACP_c	0.1770847149846347																								
concentration	M_ump_c	0.5756034478067592																								
concentration	M_3pg_c	2.501313188715672																								
concentration	M_ctp_c	0.09080551894434695																								
concentration	M_dadp_c	0.2961830534307673																								
concentration	M_xu5p__D_c	0.039326454742144315																								
concentration	M_aspsa_c	0.001000000000000185																								
concentration	M_thex2eACP_c	0.10560047840096455																								
concentration	M_t3c9palmeACP_c	0.02524155640855652																								
concentration	M_accoa_c	0.0038019338946200555																								
concentration	M_arg__L_c	0.015263244726125103																								
concentration	M_26dap_LL_c	0.022668054354710882																								
concentration	M_asp__L_c	9.99999999999644																								
concentration	M_acg5sa_c	0.01985684752161174																								
concentration	M_hexACP_c	0.20109979095125924																								
concentration	M_skm_c	0.01099927550967189																								
concentration	M_imp_c	0.045360831189755944																								
concentration	M_o2_c	0.2826963014949172																								
concentration	M_h_p	0.4757794462299772																								
concentration	M_succ_p	0.0010000000000000002																								
concentration	M_phpyr_c	0.15472133850036088																								
concentration	M_fru_e	0.0010000000000000002																								
concentration	M_pyr_e	0.0010000000000000002																								
concentration	M_5mthf_c	0.002413765148647254																								
concentration	M_nad_c	9.999999999999087																								
concentration	M_tdeACP_c	0.11898249469150615																								
concentration	M_3ocvac11eACP_c	0.0010000000000000002																								
concentration	M_3hoctaACP_c	0.0010000000000000002																								
concentration	M_adp_c	0.007012484466661302																								
concentration	M_mal__L_c	0.001000000000000382																								
concentration	M_g3p_c	0.0010000000000000358																								
concentration	M_etoh_c	0.0010000000000000002																								
concentration	M_so3_c	0.11435406932365687																								
concentration	M_met__L_c	0.022144201282363926																								
concentration	M_aicar_c	0.0011289665708604985																								
concentration	M_5aizc_c	0.001000000000000035																								
concentration	M_ac_e	0.0010000000000000002																								
concentration	M_glx_c	0.0010000000000000002																								
concentration	M_etoh_e	0.0010000000000000002																								
concentration	M_glcn_p	0.0010000000000000002																								
concentration	M_air_c	0.6488340640916724																								
concentration	M_6pgc_c	6.663051397017112																								
concentration	M_nh4_c	0.020015082744186126																								
concentration	M_tdec2eACP_c	1.1519675941450023																								
concentration	M_hdeACP_c	0.010272666773582375																								
concentration	M_pi_c	0.08450068766682173																								
concentration	M_argsuc_c	0.447896011211207																								
concentration	M_nh4_p	0.0009999999999999994																								
concentration	M_chor_c	0.05279518355988414																								
concentration	M_hom__L_c	0.0114945686154743																								
concentration	M_dgdp_c	0.20222192949128584																								
concentration	M_q8h2_c	10.000000000000002																								
concentration	M_3odecACP_c	0.21503255782995817																								
concentration	M_tyr__L_c	0.03477123895564925																								
concentration	M_cys__L_c	0.07869866645267037																								
concentration	M_xylu__D_c	0.0010000000000000002																								
concentration	M_h2s_c	0.10115720223513895																								
concentration	M_e4p_c	0.0023993876544134286																								
concentration	M_trp__L_c	0.09862520048612637																								
concentration	M_acser_c	0.03737073730519923																								
concentration	M_lys__L_c	0.01756661538301184																								
concentration	M_dudp_c	0.23421216933200265																								
concentration	M_atp_c	2.9738020710068946																								
concentration	M_indole_c	0.008747684945125709																								
concentration	M_eig3p_c	0.500040365136347																								
concentration	M_26dap__M_c	0.0012128900361488535																								
concentration	M_thf_c	0.00471944509810133																								
concentration	M_orot5p_c	0.030771052389316676																								
concentration	M_h_e	0.0010000000000000002																								
concentration	M_gln__L_p	0.0010000000000000002																								
concentration	M_glyc_p	0.0010000000000000002																								
concentration	M_5caiz_c	9.999999999999655																								
concentration	M_mal__L_p	0.0010000000000000002																								
concentration	M_3hcpalm9eACP_c	0.04136493274555661																								
concentration	M_3ocpalm9eACP_c	0.037820495315503376																								
concentration	M_butACP_c	0.1494853663575425																								
concentration	M_dttp_c	0.030795938220587855																								
concentration	M_lac__D_e	0.0010000000000000002																								
concentration	M_trdox_c	10.000000000000002																								
concentration	M_3ig3p_c	1.1955843738922274																								
concentration	M_sl26da_c	0.7359339924127415																								
concentration	M_3hoctACP_c	0.13528139445460569																								
concentration	M_dctp_c	0.022925419154192814																								
concentration	M_toctd2eACP_c	0.0010000000000000002																								
concentration	M_grxrd_c	0.0010000000000000002																								
concentration	M_ru5p__D_c	0.3821872756215635																								
concentration	M_23dhmb_c	0.009799359506615798																								
concentration	M_pran_c	0.5541237228854495																								
concentration	M_glcn_c	0.0010000000000000002																								
concentration	M_paps_c	0.05590219092990502																								
concentration	M_utp_c	0.025559717725429105																								
concentration	M_dhor__S_c	0.0010193221394916548																								
concentration	M_glyc_e	0.0010000000000000002																								
concentration	M_4mop_c	0.017335393018917247																								
concentration	M_fdp_c	9.999999999999424																								
concentration	M_dtmp_c	0.34051662901331736																								
concentration	M_gdp_c	0.020349347904619362																								
concentration	M_o2_p	0.0009999999999999994																								
concentration	M_datp_c	0.025114929620626645																								
concentration	M_ppi_c	0.0028928948214899755																								
concentration	M_nadp_c	0.03769213749343169																								
concentration	M_glu__L_c	9.999999999998376																								
concentration	M_fum_c	0.090793411576166																								
concentration	M_akg_p	0.0010000000000000002																								
concentration	M_acorn_c	0.1812976459947533																								
concentration	M_glu5sa_c	0.0032072785884173457																								
concentration	M_ile__L_c	0.024687838551877297																								
concentration	M_ocACP_c	0.4179409820330756																								
concentration	M_3dhq_c	0.6847912116100017																								
concentration	M_hisp_c	0.12004018674737671																								
concentration	M_so4_e	10.000000000000002																								
concentration	M_glu__L_e	0.0010000000000000002																								
concentration	M_cbp_c	0.4121283083009027																								
concentration	M_3mob_c	0.42517531904433575																								
concentration	M_suchms_c	0.03869335920013834																								
concentration	M_tpalm2eACP_c	0.025375962410273168																								
concentration	M_3hpalmACP_c	0.042318680552891806																								
concentration	M_gln__L_c	9.999811317427609																								
concentration	M_3c3hmp_c	5.274960230302488																								
concentration	M_anth_c	0.32544555137239845																								
concentration	M_pap_c	0.7161013071371525																								
concentration	M_xmp_c	0.05353011402202341																								
concentration	M_2cpr5p_c	0.025594456996287304																								
concentration	M_rib__D_p	0.0010000000000000002																								
concentration	M_xyl__D_p	0.0010000000000000002																								
concentration	M_octeACP_c	0.0010000000000000002																								
concentration	M_3hhexACP_c	0.09191216666639689																								
concentration	M_t3c5ddeceACP_c	0.05176164314828454																								
concentration	M_co2_p	10.00000000000001																								
concentration	M_ala__L_c	0.013936107624262272																								
concentration	M_hco3_c	0.0010000000000018867																								
concentration	M_phe__L_c	0.039033411619327475																								
concentration	M_mlthf_c	9.999999999988962																								
concentration	M_t3c7mrseACP_c	0.07264922090821638																								
concentration	M_t3c11vaceACP_c	0.0010000000000000002																								
concentration	M_1pyr5c_c	10.000000000000002																								
concentration	M_acald_p	0.0010000000000000002																								
concentration	M_2ippm_c	7.974644092852454																								
concentration	M_3psme_c	0.0345579272982068																								
concentration	M_imacp_c	0.8209088151574325																								
concentration	M_3c2hmp_c	0.0011804001411282051																								
concentration	M_pser__L_c	6.9525592207575695																								
concentration	M_ocdcaACP_c	0.0010000000000000002																								
concentration	M_gmp_c	0.2849478401833429																								
concentration	M_3dhsk_c	0.23923547021240305																								
concentration	M_acACP_c	0.0010000000000000002																								
concentration	M_h2o_c	0.05421012148823351																								
concentration	M_alac__S_c	0.02195291506519397																								
concentration	M_dcdp_c	0.26105653578619																								
concentration	M_gly_c	0.029171914521033883																								
concentration	M_malcoa_c	8.224495773030535																								
concentration	M_fru_p	0.0010000000000000002																								
concentration	M_xyl__D_e	0.0010000000000000002																								
concentration	M_phom_c	0.15060452140479014																								
concentration	M_glc__D_e	10.000000000000002																								
concentration	M_nh4_e	10.000000000000002																								
concentration	M_f6p_c	0.0018392795384166842																								
concentration	M_pphn_c	0.280011829490341																								
concentration	M_prlp_c	0.0015664531060581935																								
concentration	M_s7p_c	0.10395334812909356																								
concentration	M_prfp_c	0.001000002793430678																								
concentration	M_tmrs2eACP_c	0.08399292345187792																								
concentration	M_o2_e	10.000000000000002																								
concentration	M_succ_e	0.0010000000000000002																								
concentration	M_mql8_c	0.0010000000000000002																								
concentration	M_glyc__R_c	0.0010000000000000002																								
concentration	M_g6p_c	1.7117939058482936																								
concentration	M_trdrd_c	0.40309422016496044																								
concentration	M_methf_c	0.001000000000001105																								
concentration	M_ddcaACP_c	0.19098094320595985																								
concentration	M_prpp_c	0.5044759411687024																								
concentration	M_histd_c	0.024697812238875492																								
concentration	M_for_p	0.2816590742045433																								
concentration	M_orot_c	0.5401557381434394																								
concentration	M_glc__D_p	0.013056359797174835																								
concentration	M_q8_c	1.3690737298266238																								
concentration	M_orn_c	0.0018609844408703274																								
concentration	M_dcaACP_c	0.5439370499334156																								
concentration	M_3hcddec5eACP_c	0.03675707217915753																								
concentration	M_tddec2eACP_c	0.12325745435802757																								
concentration	M_fgam_c	5.878559013067181																								
concentration	M_cit_c	9.999999999994735																								
concentration	M_skm5p_c	0.19485974445380896																								
concentration	M_oaa_c	0.006391350491168779																								
concentration	M_23dhmp_c	0.01667629229730992																								
concentration	M_fprica_c	0.0010000000000001913																								
concentration	M_glcn_e	0.0010000000000000002																								
concentration	M_ac_p	0.0010000000000000002																								
concentration	M_his__L_c	0.11428485488759786																								
concentration	M_so4_c	0.02831098139605809																								
concentration	M_6pgl_c	0.04626772740489293																								
concentration	M_2dda7p_c	0.06080644871041456																								
concentration	M_sl2a6o_c	0.004253523551686321																								
concentration	M_gtp_c	0.24963478438511086																								
concentration	M_so4_p	0.1211979735277853																								
concentration	M_succ_c	0.0011807187822002153																								
concentration	M_aps_c	0.004548789770763303																								
concentration	M_thdp_c	8.370931885403111																								
concentration	M_cdp_c	0.18734797221672603																								
concentration	M_glyc__R_e	0.0010000000000000002																								
concentration	M_nadph_c	10.000000000000002																								
concentration	M_acglu_c	6.5576008354263315																								
concentration	M_3hddecACP_c	0.13708856341889644																								
concentration	M_2obut_c	0.42495839232100785																								
concentration	M_cddec5eACP_c	0.1101784224291673																								
concentration	M_glyc_c	0.0010000000000000002																								
concentration	M_val__L_c	0.037470357482167066																								
concentration	M_pro__L_c	0.016138702057108607																								
concentration	M_cbasp_c	9.809349507435607																								
